,deck_id,title,quantity_x
15376,16816,Cyberfeeder,2
15377,16816,Djinn,3
15378,16783,Déjà Vu,3
15380,16783,Dirty Laundry,3
15381,16783,Imp,1
15382,16783,Parasite,3
15383,16783,Grimoire,3
15384,16783,Daily Casts,3
15385,16783,Mimic,3
15386,16783,Scrubber,1
15387,16783,Clone Chip,1
15388,16783,Professional Contacts,3
15389,16783,Cache,3
15390,16783,Corroder,1
15391,16783,Sure Gamble,3
15392,16783,Wyrm,1
15393,16783,Datasucker,3
15394,16783,Nerve Agent,1
15395,16783,Hostage,2
15396,16783,Cyberfeeder,3
15397,16783,Medium,1
15398,16783,Crypsis,3
15399,16884,Nerve Agent,1
15400,16884,Parasite,3
15401,16884,Grimoire,2
15402,16884,Clone Chip,2
15403,16884,Darwin,1
15404,16884,D4v1d,3
15405,16884,Sure Gamble,3
15406,16884,Inject,3
15407,16884,Same Old Thing,1
15408,16884,I've Had Worse,3
15409,16884,Daily Casts,2
15410,16884,Medium,1
15411,16884,Aesop's Pawnshop,2
15412,16884,Déjà Vu,3
15414,16884,Wyldside,2
15415,16884,Cache,3
15416,16884,Levy AR Lab Access,1
15417,16884,Mimic,2
15418,16884,Hades Shard,1
15419,16884,Datasucker,3
15420,16884,Djinn,3
15421,16860,Easy Mark,3
15422,16860,Déjà Vu,2
15423,16860,Ice Carver,1
15425,16860,Infiltration,3
15426,16860,Parasite,3
15427,16860,Grimoire,1
15428,16860,Diesel,2
15429,16860,Mimic,2
15430,16860,Lamprey,2
15431,16860,Armitage Codebusting,3
15432,16860,Corroder,2
15433,16860,Sure Gamble,3
15434,16860,Demolition Run,3
15435,16860,Crypsis,3
15436,16860,Datasucker,2
15437,16860,Yog.0,2
15438,16860,Net Shield,2
15439,16860,Akamatsu Mem Chip,2
15440,16860,Djinn,2
15441,16860,Medium,2
15442,16864,Easy Mark,3
15443,16864,Déjà Vu,2
15444,16864,Ice Carver,1
15446,16864,Infiltration,3
15447,16864,Inside Job,2
15448,16864,Parasite,3
15449,16864,Grimoire,1
15450,16864,Diesel,2
15451,16864,Mimic,2
15452,16864,Armitage Codebusting,3
15453,16864,Corroder,2
15454,16864,Sure Gamble,3
15455,16864,Demolition Run,3
15456,16864,Crypsis,3
15457,16864,Datasucker,2
15458,16864,Yog.0,2
15459,16864,Net Shield,2
15460,16864,Cyberfeeder,2
15461,16864,Djinn,2
15462,16864,Medium,2
15463,16987,Progenitor,3
15464,16987,Nerve Agent,1
15465,16987,Earthrise Hotel,3
15466,16987,Chakana,2
15467,16987,Hemorrhage,1
15468,16987,Gravedigger,1
15469,16987,Hivemind,1
15470,16987,Incubator,2
15471,16987,Daily Casts,3
15472,16987,Medium,1
15473,16987,Darwin,2
15474,16987,Aesop's Pawnshop,3
15475,16987,Déjà Vu,2
15477,16987,Imp,1
15478,16987,Datasucker,2
15479,16987,Hades Shard,1
15480,16987,Scheherazade,3
15481,16987,Virus Breeding Ground,3
15482,16987,Cache,3
15483,16987,Femme Fatale,1
15484,16987,Cyberfeeder,3
15485,16987,Djinn,3
15486,16953,Progenitor,3
15487,16953,Nerve Agent,1
15488,16953,Self-modifying Code,1
15489,16953,Chop Bot 3000,2
15490,16953,Parasite,1
15491,16953,Chakana,1
15492,16953,Darwin,1
15493,16953,D4v1d,1
15494,16953,Hivemind,1
15495,16953,Inject,3
15496,16953,Same Old Thing,3
15497,16953,I've Had Worse,3
15498,16953,Daily Casts,3
15499,16953,Medium,1
15500,16953,Aesop's Pawnshop,2
15501,16953,Déjà Vu,3
15503,16953,Imp,1
15504,16953,Cache,3
15505,16953,Hostage,1
15506,16953,Scheherazade,2
15507,16953,Virus Breeding Ground,3
15508,16953,Cyberfeeder,2
15509,16953,Djinn,3
15510,16965,Progenitor,3
15511,16965,Knight,2
15512,16965,Oracle May,3
15513,16965,Nerve Agent,1
15515,16965,Leprechaun,2
15516,16965,Imp,3
15517,16965,Parasite,3
15518,16965,Mimic,1
15519,16965,D4v1d,2
15520,16965,Hostage,2
15521,16965,Darwin,2
15522,16965,Corroder,1
15523,16965,Magnum Opus,2
15524,16965,Hivemind,3
15525,16965,Datasucker,3
15526,16965,Yog.0,1
15527,16965,Scheherazade,2
15528,16965,Incubator,3
15529,16965,Djinn,3
15530,16965,Medium,3
15531,16956,Nerve Agent,1
15532,16956,Parasite,3
15533,16956,Grimoire,2
15534,16956,Plascrete Carapace,1
15535,16956,Clone Chip,2
15536,16956,D4v1d,2
15537,16956,Sure Gamble,3
15538,16956,Sacrificial Clone,1
15539,16956,Inject,3
15540,16956,Datasucker,3
15541,16956,Incubator,1
15542,16956,Crypsis,2
15543,16956,Aesop's Pawnshop,3
15544,16956,Déjà Vu,3
15546,16956,Imp,3
15547,16956,Cache,3
15548,16956,I've Had Worse,3
15549,16956,Mimic,2
15550,16956,Hades Shard,1
15551,16956,Medium,2
15552,16956,Utopia Shard,1
15553,16956,Kati Jones,1
15554,16948,Progenitor,1
15555,16948,Earthrise Hotel,3
15556,16948,Parasite,3
15557,16948,Grimoire,2
15558,16948,Clone Chip,3
15559,16948,Gravedigger,1
15560,16948,Hivemind,1
15561,16948,I've Had Worse,3
15562,16948,Daily Casts,3
15563,16948,Medium,2
15564,16948,Knight,1
15565,16948,Aesop's Pawnshop,2
15566,16948,Déjà Vu,3
15568,16948,Imp,1
15569,16948,Cache,3
15570,16948,Mimic,1
15571,16948,Hades Shard,1
15572,16948,Corroder,1
15573,16948,Virus Breeding Ground,3
15574,16948,Femme Fatale,1
15575,16948,Cyberfeeder,3
15576,16948,Djinn,3
15577,16964,Easy Mark,3
15578,16964,Infiltration,3
15579,16964,Parasite,3
15580,16964,Grimoire,1
15581,16964,Plascrete Carapace,2
15582,16964,Sure Gamble,3
15583,16964,Demolition Run,3
15584,16964,Femme Fatale,2
15585,16964,Crypsis,2
15586,16964,Bank Job,2
15587,16964,Déjà Vu,2
15589,16964,Corroder,2
15590,16964,Wyldside,2
15591,16964,Datasucker,2
15592,16964,Mimic,2
15593,16964,Stimhack,3
15594,16964,Imp,2
15595,16964,The Maker's Eye,3
15596,16964,Medium,2
15597,16964,Yog.0,2
15598,16964,Djinn,2
15599,16967,Easy Mark,3
15600,16967,Special Order,2
15601,16967,Infiltration,2
15602,16967,Parasite,2
15603,16967,Grimoire,1
15604,16967,Plascrete Carapace,2
15605,16967,Imp,2
15606,16967,Sure Gamble,3
15607,16967,Demolition Run,3
15608,16967,Femme Fatale,1
15609,16967,Crypsis,1
15610,16967,Bank Job,2
15611,16967,Desperado,1
15612,16967,Déjà Vu,2
15614,16967,Wyldside,2
15615,16967,Datasucker,2
15616,16967,Mimic,2
15617,16967,Stimhack,2
15618,16967,Armitage Codebusting,2
15619,16967,Corroder,2
15620,16967,Medium,2
15621,16967,Yog.0,2
15622,16967,Djinn,2
15623,17051,Nerve Agent,1
15624,17051,Parasite,3
15625,17051,Grimoire,2
15626,17051,Clone Chip,2
15627,17051,Djinn,3
15628,17051,Knight,2
15629,17051,D4v1d,2
15630,17051,Incubator,2
15631,17051,Demolition Run,1
15632,17051,Inject,3
15633,17051,Lucky Find,1
15634,17051,Daily Casts,3
15635,17051,Medium,1
15636,17051,Darwin,1
15637,17051,Aesop's Pawnshop,2
15638,17051,Déjà Vu,3
15640,17051,Imp,1
15641,17051,Cache,3
15642,17051,I've Had Worse,3
15643,17051,Hades Shard,1
15644,17051,Hivemind,1
15645,17051,Utopia Shard,1
15646,17051,Armitage Codebusting,3
15647,17086,Progenitor,3
15648,17086,Knight,3
15649,17086,Nerve Agent,2
15651,17086,Imp,3
15652,17086,Parasite,3
15653,17086,Kati Jones,2
15654,17086,Oracle May,3
15655,17086,D4v1d,3
15656,17086,Hostage,2
15657,17086,Darwin,2
15658,17086,Magnum Opus,2
15659,17086,Hivemind,3
15660,17086,Datasucker,3
15661,17086,Leprechaun,2
15662,17086,Incubator,3
15663,17086,Djinn,3
15664,17086,Medium,3
15665,17152,Aesop's Pawnshop,2
15666,17152,Déjà Vu,3
15667,17152,I've Had Worse,3
15669,17152,Gorman Drip v1,1
15670,17152,Wyldside,3
15671,17152,Parasite,3
15672,17152,Grimoire,3
15673,17152,Daily Casts,3
15674,17152,Atman,2
15675,17152,Imp,3
15676,17152,Corroder,1
15677,17152,D4v1d,2
15678,17152,Sure Gamble,3
15679,17152,Cache,3
15680,17152,Datasucker,3
15681,17152,Nerve Agent,1
15682,17152,Hades Shard,1
15683,17152,Cyberfeeder,2
15684,17152,Medium,1
15685,17152,Incubator,2
15686,17132,Clone Chip,3
15687,17132,Déjà Vu,3
15688,17132,Ice Carver,2
15690,17132,Wyldside,3
15691,17132,Parasite,3
15692,17132,Grimoire,2
15693,17132,Day Job,3
15694,17132,Mimic,1
15695,17132,Stimhack,3
15696,17132,Corroder,1
15697,17132,Sure Gamble,3
15698,17132,Wyrm,2
15699,17132,Hivemind,1
15700,17132,Datasucker,3
15701,17132,Personal Workshop,2
15702,17132,Nerve Agent,1
15703,17132,Kati Jones,2
15704,17132,Daily Casts,3
15705,17132,Djinn,3
15706,17132,Medium,1
15707,17136,Clone Chip,3
15708,17136,Liberated Account,3
15709,17136,Déjà Vu,3
15710,17136,Ice Carver,2
15712,17136,Wyldside,3
15713,17136,Parasite,3
15714,17136,Grimoire,2
15715,17136,Stimhack,3
15716,17136,Virus Breeding Ground,2
15717,17136,Sure Gamble,3
15718,17136,Wyrm,2
15719,17136,Hivemind,1
15720,17136,Datasucker,3
15721,17136,Personal Workshop,2
15722,17136,Nerve Agent,1
15723,17136,Kati Jones,2
15724,17136,Daily Casts,3
15725,17136,Djinn,3
15726,17136,Medium,1
15727,17259,Aesop's Pawnshop,3
15728,17259,Déjà Vu,3
15730,17259,Wyldside,3
15731,17259,Parasite,3
15732,17259,Grimoire,2
15733,17259,I've Had Worse,3
15734,17259,Lamprey,3
15735,17259,Imp,3
15736,17259,Cache,3
15737,17259,Corroder,2
15738,17259,Sure Gamble,3
15739,17259,Crypsis,1
15740,17259,Datasucker,3
15741,17259,Sahasrara,3
15742,17259,Nerve Agent,1
15743,17259,Incubator,2
15744,17259,Djinn,3
15745,17259,Medium,1
15746,17298,Eater,3
15747,17298,Nerve Agent,1
15748,17298,Parasite,3
15749,17298,D4v1d,2
15750,17298,Sure Gamble,3
15751,17298,Chop Bot 3000,2
15752,17298,Scheherazade,2
15753,17298,Personal Workshop,2
15754,17298,Incubator,3
15755,17298,Daily Casts,2
15756,17298,Medium,1
15757,17298,Aesop's Pawnshop,2
15758,17298,Déjà Vu,3
15760,17298,Imp,2
15761,17298,Cache,2
15762,17298,Lamprey,3
15763,17298,I've Had Worse,3
15764,17298,Wyldside,3
15765,17298,Hivemind,1
15766,17298,Net Shield,1
15767,17298,Datasucker,3
15768,17304,Eater,3
15769,17304,Scavenge,1
15770,17304,Retrieval Run,2
15771,17304,Parasite,3
15772,17304,Clone Chip,2
15773,17304,D4v1d,2
15774,17304,Sure Gamble,3
15775,17304,Chop Bot 3000,2
15776,17304,Same Old Thing,1
15777,17304,Femme Fatale,1
15778,17304,Singularity,2
15779,17304,Medium,1
15780,17304,Aesop's Pawnshop,2
15781,17304,Déjà Vu,3
15783,17304,Corroder,2
15784,17304,Wyldside,3
15785,17304,Datasucker,3
15786,17304,Stimhack,1
15787,17304,I've Had Worse,3
15788,17304,Imp,2
15789,17304,Net Shield,1
15790,17304,Cache,3
15791,17304,Scheherazade,3
15792,17325,Gravedigger,1
15793,17325,Aesop's Pawnshop,3
15794,17325,Déjà Vu,3
15796,17325,Liberated Account,2
15797,17325,Datasucker,3
15798,17325,Grimoire,3
15799,17325,Diesel,3
15800,17325,Lamprey,3
15801,17325,Incubator,3
15802,17325,Darwin,3
15803,17325,Ixodidae,3
15804,17325,Sure Gamble,3
15805,17325,Cache,3
15806,17325,Cyberfeeder,3
15807,17325,Djinn,3
15808,17325,Hivemind,3
15809,17354,Special Order,3
15810,17354,Déjà Vu,3
15811,17354,Ice Carver,2
15813,17354,Parasite,3
15814,17354,Grimoire,2
15815,17354,The Personal Touch,2
15816,17354,Mimic,1
15817,17354,Armitage Codebusting,3
15818,17354,Corroder,2
15819,17354,Magnum Opus,2
15820,17354,Sure Gamble,3
15821,17354,Demolition Run,3
15822,17354,Wyrm,1
15823,17354,Datasucker,3
15824,17354,Yog.0,2
15825,17354,Femme Fatale,1
15826,17354,Cyberfeeder,3
15827,17354,Djinn,3
15828,17354,Medium,3
15829,17387,Progenitor,3
15830,17387,Nerve Agent,1
15831,17387,Earthrise Hotel,2
15833,17387,Kati Jones,3
15834,17387,Grimoire,2
15835,17387,Chakana,3
15836,17387,Clone Chip,3
15837,17387,Fester,2
15838,17387,Darwin,3
15839,17387,Virus Breeding Ground,3
15840,17387,D4v1d,3
15841,17387,Sure Gamble,3
15842,17387,Hivemind,3
15843,17387,Parasite,3
15844,17387,I've Had Worse,3
15845,17387,Express Delivery,3
15846,17387,Medium,2
15847,17418,Aesop's Pawnshop,2
15848,17418,Déjà Vu,3
15850,17418,Dirty Laundry,3
15851,17418,Wyldside,3
15852,17418,Parasite,3
15853,17418,Grimoire,3
15854,17418,Mimic,2
15855,17418,Clone Chip,2
15856,17418,Imp,2
15857,17418,Cache,3
15858,17418,Corroder,2
15859,17418,D4v1d,1
15860,17418,Crypsis,2
15861,17418,Datasucker,3
15862,17418,Sahasrara,2
15863,17418,Nerve Agent,1
15864,17418,Incubator,1
15865,17418,Daily Casts,3
15866,17418,Djinn,3
15867,17418,Medium,1
15868,17370,Eater,1
15869,17370,Déjà Vu,3
15870,17370,Box-E,1
15872,17370,Kati Jones,3
15873,17370,Levy AR Lab Access,3
15874,17370,Lamprey,3
15875,17370,Data Leak Reversal,3
15876,17370,Earthrise Hotel,3
15877,17370,Vamp,3
15878,17370,Ixodidae,3
15879,17370,Origami,3
15880,17370,Amped Up,3
15881,17370,MemStrips,1
15882,17370,Stim Dealer,3
15883,17370,Public Sympathy,3
15884,17370,Joshua B.,3
15885,17370,Fall Guy,3
15886,17414,Progenitor,3
15887,17414,Nerve Agent,1
15888,17414,Parasite,3
15889,17414,Grimoire,2
15890,17414,Hemorrhage,1
15891,17414,Darwin,1
15892,17414,Sure Gamble,3
15893,17414,Keyhole,2
15894,17414,Daily Casts,3
15895,17414,Medium,1
15896,17414,Gravedigger,1
15897,17414,Knight,3
15898,17414,Aesop's Pawnshop,2
15900,17414,Gorman Drip v1,2
15901,17414,Imp,1
15902,17414,Datasucker,3
15903,17414,Lamprey,1
15904,17414,I've Had Worse,2
15905,17414,Bishop,2
15906,17414,Hivemind,1
15907,17414,Kati Jones,2
15908,17414,Cyberfeeder,3
15909,17414,Djinn,2
15910,17445,Progenitor,3
15911,17445,Nerve Agent,1
15912,17445,Parasite,2
15913,17445,Grimoire,3
15914,17445,Chakana,2
15915,17445,Gravedigger,1
15916,17445,D4v1d,1
15917,17445,Sure Gamble,3
15918,17445,Self-modifying Code,3
15919,17445,I've Had Worse,3
15920,17445,Daily Casts,3
15921,17445,Medium,1
15922,17445,Darwin,1
15923,17445,Déjà Vu,3
15925,17445,Imp,1
15926,17445,Cyberfeeder,1
15927,17445,Hades Shard,1
15928,17445,Virus Breeding Ground,3
15929,17445,Corroder,1
15930,17445,Hivemind,3
15931,17445,Day Job,3
15932,17445,Djinn,2
15933,17540,Eater,3
15934,17540,MemStrips,2
15935,17540,Parasite,3
15936,17540,Doppelgänger,2
15937,17540,Hemorrhage,3
15938,17540,Knifed,2
15939,17540,Magnum Opus,3
15940,17540,Sure Gamble,3
15941,17540,Archives Interface,2
15942,17540,Same Old Thing,3
15943,17540,Spooned,2
15944,17540,Singularity,1
15945,17540,Gravedigger,2
15946,17540,John Masanori,2
15947,17540,Déjà Vu,3
15949,17540,Datasucker,3
15950,17540,Mimic,1
15951,17540,Hades Shard,1
15952,17540,Keyhole,2
15953,17540,Account Siphon,1
15954,17540,Sacrificial Clone,1
15955,17537,Progenitor,3
15956,17537,Express Delivery,3
15957,17537,MemStrips,1
15959,17537,Imp,2
15960,17537,Parasite,3
15961,17537,Grimoire,1
15962,17537,Daily Casts,3
15963,17537,Chakana,3
15964,17537,Stimhack,1
15965,17537,Armitage Codebusting,2
15966,17537,Darwin,3
15967,17537,Wyldside,1
15968,17537,Virus Breeding Ground,2
15969,17537,Sure Gamble,3
15970,17537,Clone Chip,3
15971,17537,Hivemind,3
15972,17537,I've Had Worse,2
15973,17537,Cyberfeeder,3
15974,17537,Djinn,1
15975,17537,Medium,2
15976,17539,Progenitor,3
15977,17539,Express Delivery,3
15978,17539,Déjà Vu,2
15980,17539,Imp,2
15981,17539,Parasite,3
15982,17539,Grimoire,1
15983,17539,Daily Casts,3
15984,17539,Chakana,3
15985,17539,Stimhack,1
15986,17539,Armitage Codebusting,2
15987,17539,Darwin,3
15988,17539,Virus Breeding Ground,2
15989,17539,Sure Gamble,3
15990,17539,Faerie,2
15991,17539,Hivemind,3
15992,17539,MemStrips,1
15993,17539,I've Had Worse,2
15994,17539,Cyberfeeder,3
15995,17539,Djinn,1
15996,17539,Medium,2
15997,17610,Easy Mark,3
15998,17610,Cache,3
15999,17610,Déjà Vu,2
16001,17610,Imp,3
16002,17610,Parasite,3
16003,17610,Grimoire,1
16004,17610,Lamprey,3
16005,17610,Clone Chip,1
16006,17610,Armitage Codebusting,3
16007,17610,Darwin,3
16008,17610,Corroder,1
16009,17610,Retrieval Run,3
16010,17610,Freelance Coding Contract,3
16011,17610,Medium,2
16012,17610,Datasucker,2
16013,17610,Nerve Agent,2
16014,17610,Djinn,2
16015,17610,Crypsis,3
16016,17610,Bank Job,2
16017,17683,Déjà Vu,3
16018,17683,Savoir-faire,2
16020,17683,Parasite,3
16021,17683,Grimoire,2
16022,17683,Daily Casts,2
16023,17683,Mimic,1
16024,17683,Stimhack,2
16025,17683,Incubator,2
16026,17683,Cache,3
16027,17683,Corroder,2
16028,17683,D4v1d,2
16029,17683,Sure Gamble,3
16030,17683,Autoscripter,2
16031,17683,Crypsis,2
16032,17683,Inject,3
16033,17683,Datasucker,3
16034,17683,Duggar's,3
16035,17683,Cyberfeeder,2
16036,17683,Medium,2
16037,17683,Amped Up,2
16038,17678,Progenitor,1
16039,17678,Aesop's Pawnshop,3
16040,17678,Déjà Vu,3
16042,17678,Wyldside,3
16043,17678,Parasite,3
16044,17678,Grimoire,2
16045,17678,Same Old Thing,3
16046,17678,Lamprey,3
16047,17678,Clone Chip,1
16048,17678,I've Had Worse,3
16049,17678,Darwin,2
16050,17678,Imp,3
16051,17678,Sure Gamble,3
16052,17678,Cache,3
16053,17678,Datasucker,3
16054,17678,Account Siphon,1
16055,17678,Cyberfeeder,3
16056,17678,Medium,2
16057,17687,I've Had Worse,3
16058,17687,Aesop's Pawnshop,2
16059,17687,Déjà Vu,3
16060,17687,Savoir-faire,1
16062,17687,Imp,2
16063,17687,Datasucker,3
16064,17687,Levy AR Lab Access,1
16065,17687,Lamprey,3
16066,17687,Earthrise Hotel,3
16067,17687,Quality Time,1
16068,17687,Darwin,2
16069,17687,Wyldside,2
16070,17687,Ixodidae,3
16071,17687,Sure Gamble,2
16072,17687,Cache,3
16073,17687,Chop Bot 3000,2
16074,17687,Scheherazade,3
16075,17687,Hades Shard,1
16076,17687,Cyberfeeder,2
16077,17687,Mass Install,3
16078,17661,Easy Mark,1
16079,17661,Special Order,1
16080,17661,Liberated Account,1
16081,17661,Infiltration,2
16082,17661,Parasite,3
16083,17661,Grimoire,1
16084,17661,Plascrete Carapace,2
16085,17661,Imp,2
16086,17661,Yog.0,2
16087,17661,Sure Gamble,3
16088,17661,Demolition Run,2
16089,17661,Desperado,1
16090,17661,Medium,2
16091,17661,Scrubbed,1
16092,17661,Surge,1
16093,17661,Déjà Vu,2
16095,17661,Ice Carver,1
16096,17661,Vamp,1
16097,17661,Inside Job,1
16098,17661,Datasucker,2
16099,17661,Mimic,2
16100,17661,Djinn,2
16101,17661,Corroder,2
16102,17661,Armitage Codebusting,2
16103,17661,Wyrm,2
16104,17661,Account Siphon,1
16105,17661,Cyberfeeder,2
16106,17661,Crash Space,1
16107,17661,Crypsis,1
16108,17668,Earthrise Hotel,3
16109,17668,Parasite,2
16110,17668,Grimoire,1
16111,17668,Hemorrhage,2
16112,17668,Darwin,3
16113,17668,e3 Feedback Implants,2
16114,17668,Incubator,3
16115,17668,Medium,2
16116,17668,Aesop's Pawnshop,2
16117,17668,Déjà Vu,2
16119,17668,Wyldside,2
16120,17668,Cache,3
16121,17668,Levy AR Lab Access,1
16122,17668,Fester,3
16123,17668,Hades Shard,1
16124,17668,Keyhole,2
16125,17668,Wyrm,1
16126,17668,Datasucker,2
16127,17668,Kati Jones,3
16128,17668,Cyberfeeder,3
16129,17668,Djinn,2
16130,17660,Progenitor,3
16131,17660,Déjà Vu,3
16133,17660,Parasite,3
16134,17660,Grimoire,2
16135,17660,I've Had Worse,3
16136,17660,Lamprey,3
16137,17660,Hemorrhage,3
16138,17660,Quality Time,2
16139,17660,Magnum Opus,3
16140,17660,Sure Gamble,3
16141,17660,Medium,2
16142,17660,Datasucker,3
16143,17660,Sahasrara,3
16144,17660,Nerve Agent,2
16145,17660,Hades Shard,1
16146,17660,Djinn,3
16147,17660,Crypsis,3
16148,17670,Gravedigger,1
16149,17670,Day Job,3
16150,17670,Progenitor,3
16151,17670,Déjà Vu,3
16152,17670,Earthrise Hotel,3
16154,17670,Gorman Drip v1,1
16155,17670,Imp,3
16156,17670,Parasite,2
16157,17670,Grimoire,2
16158,17670,I've Had Worse,3
16159,17670,Chakana,2
16160,17670,Hades Shard,1
16161,17670,Darwin,2
16162,17670,Virus Breeding Ground,3
16163,17670,Hivemind,1
16164,17670,Self-modifying Code,3
16165,17670,Incubator,3
16166,17670,Daily Casts,3
16167,17670,Medium,3
16168,17838,Liberated Account,3
16169,17838,Parasite,3
16170,17838,Grimoire,2
16171,17838,Clone Chip,2
16172,17838,D4v1d,2
16173,17838,Datasucker,3
16174,17838,Incubator,2
16175,17838,Daily Casts,3
16176,17838,Medium,2
16177,17838,ZU.13 Key Master,1
16178,17838,Aesop's Pawnshop,2
16179,17838,Déjà Vu,2
16181,17838,Corroder,2
16182,17838,Wyldside,3
16183,17838,Cache,3
16184,17838,I've Had Worse,3
16185,17838,Mimic,2
16186,17838,Hades Shard,1
16187,17838,Imp,2
16188,17838,Crypsis,1
16189,17838,Utopia Shard,1
16190,17798,Gravedigger,3
16191,17798,Aesop's Pawnshop,3
16192,17798,Déjà Vu,3
16193,17798,Earthrise Hotel,3
16195,17798,Imp,3
16196,17798,Parasite,3
16197,17798,Grimoire,2
16198,17798,Mimic,2
16199,17798,Clone Chip,2
16200,17798,I've Had Worse,3
16201,17798,Cache,3
16202,17798,Corroder,2
16203,17798,Sure Gamble,3
16204,17798,Crypsis,1
16205,17798,Datasucker,3
16206,17798,Daily Casts,3
16207,17798,Medium,2
16208,17798,ZU.13 Key Master,1
16209,17809,Aesop's Pawnshop,2
16210,17809,Déjà Vu,3
16212,17809,Dirty Laundry,3
16213,17809,Wyldside,3
16214,17809,Parasite,3
16215,17809,Grimoire,3
16216,17809,Mimic,2
16217,17809,Clone Chip,2
16218,17809,Imp,2
16219,17809,Cache,3
16220,17809,Corroder,2
16221,17809,D4v1d,2
16222,17809,Crypsis,1
16223,17809,Datasucker,3
16224,17809,Sahasrara,2
16225,17809,Nerve Agent,1
16226,17809,Daily Casts,3
16227,17809,Djinn,2
16228,17809,Medium,1
16229,17809,Sacrificial Clone,2
16230,17837,Progenitor,3
16231,17837,Nerve Agent,2
16232,17837,Earthrise Hotel,3
16233,17837,Parasite,2
16234,17837,Grimoire,2
16235,17837,Professional Contacts,2
16236,17837,Darwin,1
16237,17837,Hivemind,1
16238,17837,Sahasrara,3
16239,17837,Hades Shard,1
16240,17837,Showing Off,2
16241,17837,Medium,2
16242,17837,Aesop's Pawnshop,1
16243,17837,Déjà Vu,3
16245,17837,Cache,2
16246,17837,I've Had Worse,2
16247,17837,Incubator,2
16248,17837,Virus Breeding Ground,3
16249,17837,Datasucker,2
16250,17837,Day Job,3
16251,17837,Djinn,3
16252,17936,Vigil,2
16253,17936,Gravedigger,1
16254,17936,Aesop's Pawnshop,2
16255,17936,Déjà Vu,3
16257,17936,Gorman Drip v1,1
16258,17936,Imp,3
16259,17936,Datasucker,3
16260,17936,Amped Up,3
16261,17936,Lamprey,3
16262,17936,Hades Shard,1
16263,17936,Darwin,3
16264,17936,Ixodidae,3
16265,17936,Autoscripter,2
16266,17936,Cache,3
16267,17936,Same Old Thing,3
16268,17936,I've Had Worse,3
16269,17936,Cyberfeeder,3
16270,17936,Mass Install,3
16271,17939,Nerve Agent,1
16272,17939,Earthrise Hotel,3
16273,17939,Parasite,3
16274,17939,Grimoire,2
16275,17939,Clone Chip,2
16276,17939,D4v1d,1
16277,17939,Incubator,1
16278,17939,Hades Shard,1
16279,17939,Medium,1
16280,17939,Aesop's Pawnshop,3
16281,17939,Déjà Vu,3
16282,17939,Scrubbed,1
16284,17939,Gorman Drip v1,1
16285,17939,Imp,3
16286,17939,Cache,3
16287,17939,Day Job,3
16288,17939,I've Had Worse,3
16289,17939,Crypsis,2
16290,17939,Datasucker,3
16291,17939,Cyberfeeder,3
16292,17939,Djinn,2
16293,17943,Progenitor,2
16294,17943,Nerve Agent,1
16295,17943,Parasite,3
16296,17943,Grimoire,1
16297,17943,Chakana,2
16298,17943,Gravedigger,1
16299,17943,D4v1d,1
16300,17943,Hivemind,2
16301,17943,MemStrips,1
16302,17943,Crypsis,2
16303,17943,Scrubbed,1
16304,17943,Aesop's Pawnshop,1
16305,17943,Déjà Vu,2
16306,17943,Ice Carver,1
16308,17943,Wyldside,3
16309,17943,Cache,3
16310,17943,Djinn,2
16311,17943,Virus Breeding Ground,3
16312,17943,Human First,2
16313,17943,Medium,1
16314,17943,Datasucker,2
16315,17943,Bank Job,2
16316,17943,Cyberfeeder,2
16317,17943,Armitage Codebusting,3
16318,17943,Donut Taganes,1
16319,17912,Progenitor,3
16320,17912,Earthrise Hotel,3
16321,17912,Chakana,2
16322,17912,Gravedigger,1
16323,17912,Virus Breeding Ground,3
16324,17912,Incubator,2
16325,17912,Demolition Run,1
16326,17912,Same Old Thing,3
16327,17912,Hades Shard,1
16328,17912,Quality Time,1
16329,17912,Daily Casts,3
16330,17912,Medium,1
16331,17912,Darwin,1
16332,17912,Aesop's Pawnshop,3
16333,17912,Déjà Vu,3
16335,17912,Cache,3
16336,17912,I've Had Worse,3
16337,17912,Sure Gamble,3
16338,17912,Cyberfeeder,2
16339,17912,Djinn,3
16340,17912,Hivemind,1
16341,17988,Vigil,2
16342,17988,Aesop's Pawnshop,3
16343,17988,Déjà Vu,3
16344,17988,I've Had Worse,3
16346,17988,Gorman Drip v1,1
16347,17988,Imp,2
16348,17988,Datasucker,3
16349,17988,Amped Up,3
16350,17988,Lamprey,3
16351,17988,Hades Shard,1
16352,17988,Gravedigger,3
16353,17988,Wyldside,2
16354,17988,Ixodidae,1
16355,17988,Cache,3
16356,17988,Same Old Thing,2
16357,17988,Sahasrara,2
16358,17988,Scheherazade,2
16359,17988,Incubator,3
16360,17988,Mass Install,3
16361,17976,Aesop's Pawnshop,3
16362,17976,Déjà Vu,3
16364,17976,Wyldside,3
16365,17976,Parasite,3
16366,17976,Grimoire,3
16367,17976,Daily Casts,3
16368,17976,Mimic,1
16369,17976,Clone Chip,3
16370,17976,Incubator,1
16371,17976,Cache,3
16372,17976,Corroder,1
16373,17976,D4v1d,2
16374,17976,Sure Gamble,3
16375,17976,Crypsis,2
16376,17976,Datasucker,3
16377,17976,Yog.0,1
16378,17976,Nerve Agent,1
16379,17976,I've Had Worse,2
16380,17976,Cyberfeeder,3
16381,17976,Medium,1
